Date,Name of Vendors,Expense Description,Amount,Transaction Type,Expense Category,Account Name,Labels,Notes
10/13/2017,Patelco Campbell Caus 1790 South Bascom Avenue Suite 1,PATELCO CREDIT 1790 S BASCOM AVEPATELCO CREDIT 1790 S BASCOM AVE STE 1CAMPBELL CAUS,440,credit,Income,FREE CHECKING,,
10/13/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,30.24,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/13/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,23.78,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
10/13/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,8.02,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/13/2017,Speed Oil Change,"SPEED OIL CHANGE CENTER, SANTA CLARA CA",59.22,debit,Service & Parts,Bank of America Cash Rewards Visa Platinum Plus,,
10/13/2017,Geico,GEICO  *COMMERCIAL C_PURCHASE,118.51,debit,Auto Insurance,Business Advantage Cash Rewards,,
10/12/2017,Capital One Online,CAPITAL ONE ONLINE PYMT AuthDate 12-O ct,176.9,credit,Credit Card Payment,Platinum Mastercard,,
10/12/2017,Online Payment,ONLINE PAYMENT THANK YOU,150,credit,Credit Card Payment,XXXXXXXXXX1112,,
10/12/2017,Transfer from EVERYDAY CHECKING,AUTOMATIC PAYMENT - THANK YOU,59,credit,Credit Card Payment,XXXXXXXXXX1112,,
10/12/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,127.67,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
10/12/2017,Transfer from EVERYDAY CHECKING,"ONLINE PAYMENT, THANK YOU",100,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
10/11/2017,Subway,SUBWAY 00466920,2.98,debit,Fast Food,Platinum Mastercard,,
10/11/2017,Geico,GEICO *AUTO 800-841-3000 DC,96.75,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
10/10/2017,Californias Great Amer,CALIFORNIAS GREAT AMER,4.35,debit,Fast Food,Platinum Mastercard,,
10/10/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,5.78,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/10/2017,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,44.17,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/9/2017,Wal-Mart,WM SUPERCENTER #5884 SAN JOSE CA,21.52,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
10/9/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,18.93,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/9/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,10.36,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
10/9/2017,Round Table,ROUND TABLE PIZZA 10 SAN JOSE CA,19.43,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
10/9/2017,Haircuts Only,SQ *HAIRCUTS ONLY San Jose CA,28.75,debit,Hair,Bank of America Cash Rewards Visa Platinum Plus,,
10/7/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,30,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
10/7/2017,Dorian Studio,DORIAN STUDIO 509-624-1247 WA,44,debit,Personal Care,Bank of America Cash Rewards Visa Platinum Plus,,
10/7/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,0.18,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
10/6/2017,Lucky,Lucky supermarket,15.07,debit,Groceries,Platinum Mastercard,,
10/6/2017,Anwar Bazaar,Anwar Bazaar,14.46,debit,Groceries,Platinum Mastercard,,
10/6/2017,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,28.92,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
10/6/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,73.28,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
10/6/2017,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,50.69,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
10/4/2017,Taj Mahal,TAJ MAHAL,14.19,debit,Groceries,Platinum Mastercard,,
10/4/2017,Ca Banking Center,CA Banking Center payment,80,credit,Credit Card Payment,SAHILA IBRAHIMIL,,
10/3/2017,Taj Mahal,TAJ MAHAL,43.2,debit,Groceries,Platinum Mastercard,,
10/3/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,40,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
10/3/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,80,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
10/2/2017,Mediterraneo,MEDITERRANEAN KEBAB C_PURCHASE,17.35,debit,Restaurants,Business Advantage Cash Rewards,,
9/29/2017,Uber.com,UBER TRIP UBKKD 8005928996 CA,4.48,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP 64J37 8005928996 CA,3.99,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP B3RVG 8005928996 CA,6.02,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP QIAUP 8005928996 CA,5.94,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP MFTKC 8005928996 CA,5.32,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP ATAYC 8005928996 CA,6.17,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP XOGF6 8005928996 CA,3.99,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Uber.com,UBER TRIP HR73S 8005928996 CA,3.99,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/29/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,20.39,debit,Groceries,XXXXXXXXXX1112,,
9/29/2017,Valero,VIKHAR VALERO CUPERTINO CA,31.52,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
9/29/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,60,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
9/29/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,13.29,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
9/28/2017,Ephesus Restaurant Mountain,EPHESUS RESTAURANT MOUNTAIN VIEWCA,12.36,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
9/28/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,17.14,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
9/28/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,6.99,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
9/28/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,6.83,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
9/27/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,1.69,debit,Groceries,XXXXXXXXXX1112,,
9/26/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,18.4,debit,Groceries,XXXXXXXXXX1112,,
9/25/2017,Uber.com,UBER TECHNOLOGIES INC 866-576-1039 CA,6.8,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/25/2017,Uber.com,UBER US SEP25 ZVWWJ 8005928996 CA,4.55,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/25/2017,Uber.com,UBER US SEP25 FBFHI 8005928996 CA,7.43,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
9/25/2017,Valero,VALERO #7116 SANTA CLARA CA,31.65,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
9/25/2017,Rite Aid,RITE AID STORE C_PURCHASE,18.92,debit,Pharmacy,Business Advantage Cash Rewards,,
9/24/2017,Supercuts,SUPERCUTS CA 081 SAN JOSE CA,38,debit,Hair,XXXXXXXXXX1112,,
9/24/2017,Jack in the Box,JACK IN THE BOX 0407 SAN JOSE CA,11.11,debit,Fast Food,XXXXXXXXXX1112,,
9/22/2017,Domino's Pizza,DOMINO'S 7932 831-372-1999 CA,3.55,debit,Fast Food,XXXXXXXXXX1112,,
9/22/2017,Domino's Pizza,DOMINO'S 7932 831-372-1999 CA,41.94,debit,Fast Food,XXXXXXXXXX1112,,
9/22/2017,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,125.45,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
9/22/2017,Bijan Bakery,BIJAN BAKERY SAN JOSE CA,69.9,debit,Restaurants,XXXX-XXXX-XXXX-7998,,
9/21/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,3.18,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
9/21/2017,Lucky,LUCKY #773 SANTA CLS9H SANTA CLARA CA,21.79,credit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/21/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,13.93,debit,Groceries,XXXXXXXXXX1112,,
9/21/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,94.91,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
9/20/2017,Loan,To Loan 99301 202828108,439.73,debit,Auto Payment,FREE CHECKING,,
9/20/2017,Party City,PARTY CITY CUPERTINO CA,18.38,debit,Entertainment,XXXXXXXXXX1112,,
9/20/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,11.97,debit,Groceries,XXXXXXXXXX1112,,
9/20/2017,Dollar Tree,DOLLAR TREE SUNNYVALE CA,11.99,debit,Shopping,XXXXXXXXXX1112,,
9/20/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,12.38,debit,Groceries,XXXXXXXXXX1112,,
9/20/2017,Costco,WWW COSTCO COM 800-955-2292 WA,120,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
9/20/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,1.99,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/20/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,21.79,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/20/2017,Payment,PAYMENT,140,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Disney,Disney Store,21.75,debit,Travel,Platinum Mastercard,,
9/19/2017,Disney,Disney Store,70.69,debit,Travel,Platinum Mastercard,,
9/19/2017,Dollar Tree,DOLLAR TREE SUNNYVALE CA,31.61,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,51.05,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,22.18,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,16.8,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Baraka Halal Market,BARAKA HALAL MARKET SUNNYVALE CA,20.48,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/19/2017,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,3.56,credit,Credit Card Payment,XXXXXXXXXX1112,,
9/19/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,39.27,debit,Finance Charge,XXXXXXXXXX1112,,
9/18/2017,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,200,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
9/18/2017,Online Thank You,"ONLINE PAYMENT, THANK YOU",100,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
9/18/2017,M Santa Clara,M&S SANTA CLARA GAS STAT SANTA CLARA CA,22.05,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
9/17/2017,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS 196163077,20,credit,Income,FREE CHECKING,,
9/17/2017,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS 196163078,420,credit,Income,FREE CHECKING,,
9/16/2017,Ephesus,Ephesus,15.21,debit,Business Services,Platinum Mastercard,,
9/16/2017,Russian Cafe & Deli,RUSSIAN CAFE & DELI CAMPBELL CA,10.69,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
9/15/2017,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,59.35,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
9/15/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,53.22,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/15/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,2.53,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/15/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,109.52,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
9/14/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,29.1,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/14/2017,Online Thank You,"ONLINE PAYMENT, THANK YOU",200,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
9/13/2017,Falafel Bite,FALAFEL BITE C_PURCHASE,9.81,debit,Restaurants,Business Advantage Cash Rewards,,
9/12/2017,Oakmont Produce Market,OAKMONT PRODUCE MARKET CUPERTINO CA,65.02,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/12/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,9.95,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/12/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,21.98,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/11/2017,Yongheng Ca,PAYPAL *YONGHENG 402-935-7733 CA,6.47,debit,Gift,Bank of America Cash Rewards Visa Platinum Plus,,
9/11/2017,Geico,GEICO *AUTO 800-841-3000 DC,96.75,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
9/11/2017,Wal-Mart,WAL-MART #2280 C_PURCHASE,19.22,debit,Shopping,Business Advantage Cash Rewards,,
9/11/2017,Sunnyvale Car Spa Inc.,SUNNYVALE CAR SPA C_PURCHASE,50.48,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/11/2017,Chevron,CHEVRON 0096982 C_PURCHASE,27.97,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/11/2017,Sunnyvale Car Spa Inc.,SUNNYVALE CAR SPA C_PURCHASE,34.87,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/9/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,119.56,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
9/8/2017,Capital One Online,CAPITAL ONE ONLINE PYMT AuthDate 08-S EP,153.71,credit,Credit Card Payment,Platinum Mastercard,,
9/8/2017,Past Due Fee,PAST DUE FEE ADJ NT,25,credit,Credit Card Payment,Platinum Mastercard,,
9/8/2017,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU ALPHARETTA GA,200,credit,Credit Card Payment,XXXXXXXXXX1112,,
9/8/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,23.1,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/8/2017,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,46.81,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
9/7/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,6.99,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2017,Justice,JUSTICE #0012 SANTA CLARA CA,19.4,debit,Gift,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2017,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,25.58,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,11.77,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2017,Skype,GO.SKYPE.COM/BILL SKYPE.COM NV,10,debit,Home Phone,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2017,Bay Area Auto Care,BAY AREA AUTO CARE I C_PURCHASE,26.67,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/5/2017,Skype,SKYPE.COM 035-2000000 WA,10,debit,Home Phone,Bank of America Cash Rewards Visa Platinum Plus,,
9/5/2017,Valley Fair,VALLEY FAIR KIDS SANTA CLARA CA,10,debit,Amusement,Bank of America Cash Rewards Visa Platinum Plus,,
9/5/2017,M Gas St,M&S SANTA CLARA GAS ST C_PURCHASE,17.59,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/4/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,184.73,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
9/4/2017,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,29.34,debit,Groceries,Business Advantage Cash Rewards,,
9/4/2017,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,5.44,debit,Groceries,SAHILA IBRAHIMIL,,
9/2/2017,Sb Products Ca,PAYPAL *SB PRODUCTS 402-935-7733 CA,15.11,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/2/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,1000,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
9/2/2017,Sb Products Ca,PAYPAL *SB PRODUCTS 402-935-7733 CA,14.34,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
9/2/2017,Sb Products Ca,PAYPAL *SB PRODUCTS 402-935-7733 CA,14.34,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
9/1/2017,Squ Ben Jerry,SQU*SQ *BEN &amp; JERRY'S SAN FRANCISCOCA,18.25,debit,Uncategorized,XXXXXXXXXX1112,,
9/1/2017,Alcatraz Ess Eff,ALCATRAZ ESS EFF SAN FRANCISCOCA,12.16,debit,Travel,XXXXXXXXXX1112,,
9/1/2017,Boudin Bakery,BOUDIN 510 BAKER'S SAN FRANCISCOCA,22.98,debit,Fast Food,XXXXXXXXXX1112,,
9/1/2017,Laz Parking,LAZ PARKING 680141 SAN FRANCISCOCA,20,debit,Parking,XXXXXXXXXX1112,,
9/1/2017,Ca Banking Center,CA Banking Center payment,100,credit,Credit Card Payment,Business Advantage Cash Rewards,,
8/31/2017,Speed Oil Change,SPEED OIL CHANGE CENTE C_PURCHASE,49.73,debit,Service & Parts,Business Advantage Cash Rewards,,
8/31/2017,Speed Oil Change,SPEED OIL CHANGE CENTE C_PURCHASE,10,debit,Service & Parts,Business Advantage Cash Rewards,,
8/30/2017,Baraka Halal Market,BARAKA HALAL MARKET SUNNYVALE CA,3.99,debit,Groceries,XXXXXXXXXX1112,,
8/30/2017,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,39.88,debit,Groceries,XXXXXXXXXX1112,,
8/29/2017,Capitol Gas Shop,CAPITOL GAS & SHOP SAN JOSE CA,34.91,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
8/29/2017,Pakwan Restaurant LLC,PAKWAN RESTAURANT C_PURCHASE,17.37,debit,Restaurants,Business Advantage Cash Rewards,,
8/29/2017,Intl Gourmet Foods,INTL GOURMET FOODS C_PURCHASE,67.8,debit,Groceries,SAHILA IBRAHIMIL,,
8/29/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,6.81,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
8/28/2017,Uber.com,UBER TRIP OVE5K 8005928996 CA,7.68,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
8/28/2017,Uber.com,UBER TECHNOLOGIES INC 866-576-1039 CA,6,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
8/28/2017,Starbucks,STARBUCKS STORE 05686 C_PURCHASE,8.6,debit,Coffee Shops,Business Advantage Cash Rewards,,
8/28/2017,Pp Creamsanfra,PP*CREAMSANFRA C_PURCHASE,5.49,debit,Restaurants,Business Advantage Cash Rewards,,
8/28/2017,Amazon,AmazonPrime Membership C_PURCHASE,11.98,debit,Shopping,Business Advantage Cash Rewards,,
8/28/2017,M Gas St,M&S SANTA CLARA GAS ST C_PURCHASE,24.58,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/28/2017,M Gas St,M&S SANTA CLARA GAS ST C_PURCHASE,18,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/28/2017,Boulder Creek American,BOULDER CREEK AMERIC C_PURCHASE,8.61,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/28/2017,Boulder Creek American,BOULDER CREEK AMERIC C_PURCHASE,12.59,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/28/2017,Valley Fair,UNIQLO VALLEY FAIR #42 C_PURCHASE,17.67,debit,Amusement,SAHILA IBRAHIMIL,,
8/27/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,18.48,debit,Groceries,XXXX-XXXX-XXXX-7998,,
8/27/2017,Uber.com,UBER TRIP UCX6T 8005928996 CA,6.37,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
8/27/2017,Uber.com,UBER TRIP H3ZFA HELP.U 8005928996 CA,7.35,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
8/26/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,6.65,debit,Groceries,XXXX-XXXX-XXXX-7998,,
8/26/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,20.38,debit,Shopping,XXXX-XXXX-XXXX-7998,,
8/26/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,76.62,debit,Shopping,XXXX-XXXX-XXXX-7998,,
8/25/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,16,debit,Groceries,XXXXXXXXXX1112,,
8/25/2017,Justice,JUSTICE #0012 C_PURCHASE,11.88,debit,Clothing,SAHILA IBRAHIMIL,,
8/24/2017,Lucky,Lucky supermarket,10.91,debit,Groceries,Platinum Mastercard,,
8/24/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,13.87,debit,Groceries,XXXXXXXXXX1112,,
8/24/2017,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,3.38,debit,Fast Food,XXXXXXXXXX1112,,
8/24/2017,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,3.98,debit,Fast Food,XXXXXXXXXX1112,,
8/24/2017,Whole Foods,WHOLEFDS SCA #10633 C_PURCHASE,36.8,debit,Groceries,SAHILA IBRAHIMIL,,
8/24/2017,Orchard Supply Hardware,OSH KOSH #246 SANTA CLARA CA,94.18,debit,Home,XXXXXXXXXX1112,,
8/24/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,82.05,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
8/23/2017,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,154.2,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
8/22/2017,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,6.62,debit,Groceries,XXXXXXXXXX1112,,
8/22/2017,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,120,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
8/22/2017,Valero,WINCHESTER VALERO C_PURCHASE,30.41,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/22/2017,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,31.3,debit,Groceries,SAHILA IBRAHIMIL,,
8/21/2017,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,100,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
8/21/2017,M Gas St,M&S SANTA CLARA GAS ST C_PURCHASE,31.26,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/20/2017,Loan,To Loan 99301 187608250,439.73,debit,Auto Payment,FREE CHECKING,,
8/20/2017,California Soles,CALIFORNIAS GREAT AMER SANTA CLARA CA,6.95,debit,Home Improvement,XXXXXXXXXX1112,,
8/20/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,53.71,debit,Groceries,XXXXXXXXXX1112,,
8/20/2017,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,40.8,debit,Finance Charge,XXXXXXXXXX1112,,
8/20/2017,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,6.69,credit,Credit Card Payment,XXXXXXXXXX1112,,
8/18/2017,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS 187608252,540,credit,Income,FREE CHECKING,,
8/18/2017,Patelco Credit Union,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS 187608251,100,debit,Financial,FREE CHECKING,,
8/18/2017,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,7.56,debit,Fast Food,XXXXXXXXXX1112,,
8/18/2017,Marshalls,MARSHALLS #0074 SAN JOSE CA,26.19,debit,Clothing,XXXXXXXXXX1112,,
8/18/2017,Trffic Schl Dot,TRFFIC SCHL DOT COM INC 800-691-5014 CA,17.94,debit,Auto & Transport,Costco Anywhere Visa® Card by Citi,,
8/18/2017,Chevron,CHEVRON 0203324 C_PURCHASE,30,debit,Gas & Fuel,Business Advantage Cash Rewards,,
8/18/2017,Squ Haircuts Only,SQU*SQ *HAIRCUTS ONLY C_PURCHASE,32,debit,Hair,Business Advantage Cash Rewards,,
8/17/2017,Russian Cafe & Deli,RUSSIAN CAFE &amp; DELI CAMPBELL CA,27.01,debit,Fast Food,XXXXXXXXXX1112,,
8/17/2017,Anwar Bazaar & Bakery,ANWAR BAZAAR &amp; BAKERY SAN JOSE CA,7.99,debit,Restaurants,XXXXXXXXXX1112,,
8/17/2017,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,59.86,debit,Groceries,XXXXXXXXXX1112,,
8/16/2017,Refund Late Fee,REFUND LATE FEE,25,credit,Late Fee,Costco Anywhere Visa® Card by Citi,,
8/16/2017,Late Payment Fee,LATE FEE - JUL PAYMENT PAST DUE,25,debit,Late Fee,Costco Anywhere Visa® Card by Citi,,
8/16/2017,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,22.55,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
8/16/2017,Famous Footwear,FAMOUSFOOTWEAR#694 MILPITAS CA,8,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
8/16/2017,Costco,COSTCO WHSE #0423 SUNNYVALE CA,18.97,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
8/16/2017,Taj Mahal,TAJ MAHAL SANTA CLARA CA,33.71,debit,Groceries,XXXXXXXXXX1112,,
8/15/2017,Capital One Online,CAPITAL ONE ONLINE PYMT AuthDate 15-A UG,150,credit,Credit Card Payment,Platinum Mastercard,,
8/15/2017,Costco Gas,COSTCO GAS #0423 SUNNYVALE CA,14.03,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
